,campaign_id,ad_type,date,spend,actions,audience,state,hair_color
19368,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,video,2017-02-14,31,"[{""action"": ""views"", ""source1"": 15}, {""source2"": 1, ""action"": ""views""}, {""source2"": 55, ""action"": ""conversions""}, {""source2"": 76, ""action"": ""views""}]",TN_blue_54-59,TN,blue
19370,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,photo,2017-05-17,683,"[{""source2"": 96, ""action"": ""views""}]",TN_blue_54-59,TN,blue
19372,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,video,2017-02-24,79,"[{""source2"": 33, ""action"": ""conversions""}, {""source2"": 64, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 18}, {""action"": ""conversions"", ""source1"": 34}]",TN_blue_54-59,TN,blue
19374,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,video,2017-03-17,358,"[{""source2"": 6, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 18}]",TN_blue_54-59,TN,blue
19376,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,video,2017-03-23,790,[],TN_blue_54-59,TN,blue
19378,0c29fdf1-58d3-4d2e-8ded-3a9ed2492e30,video,2017-02-13,944,"[{""action"": ""conversions"", ""source1"": 25}, {""source2"": 89, ""action"": ""conversions""}, {""source2"": 70, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 66}]",TN_blue_54-59,TN,blue
19380,72469187-7492-457e-becf-32a2949f7a50,video,2017-02-23,51,"[{""source2"": 81, ""action"": ""views""}, {""source2"": 59, ""action"": ""conversions""}]",OH_red_48-53,OH,red
19382,72469187-7492-457e-becf-32a2949f7a50,video,2017-02-21,0,"[{""source2"": 42, ""action"": ""views""}, {""source2"": 98, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 76}, {""action"": ""conversions"", ""source1"": 58}]",OH_red_48-53,OH,red
19384,72469187-7492-457e-becf-32a2949f7a50,photo,2017-03-13,277,[],OH_red_48-53,OH,red
19386,72469187-7492-457e-becf-32a2949f7a50,video,2017-03-31,22,"[{""action"": ""conversions"", ""source1"": 44}, {""source2"": 92, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 13}]",OH_red_48-53,OH,red
19388,72469187-7492-457e-becf-32a2949f7a50,photo,2017-03-10,781,"[{""action"": ""views"", ""source1"": 1}, {""action"": ""conversions"", ""source1"": 80}, {""action"": ""views"", ""source1"": 58}, {""action"": ""conversions"", ""source1"": 82}, {""source2"": 60, ""action"": ""conversions""}]",OH_red_48-53,OH,red
19390,72469187-7492-457e-becf-32a2949f7a50,photo,2017-05-19,0,"[{""source2"": 76, ""action"": ""conversions""}]",OH_red_48-53,OH,red
19392,72469187-7492-457e-becf-32a2949f7a50,video,2017-05-06,590,"[{""action"": ""views"", ""source1"": 54}, {""action"": ""views"", ""source1"": 7}]",OH_red_48-53,OH,red
19394,72469187-7492-457e-becf-32a2949f7a50,video,2017-02-20,0,"[{""source2"": 22, ""action"": ""views""}, {""source2"": 56, ""action"": ""views""}, {""source2"": 46, ""action"": ""conversions""}]",OH_red_48-53,OH,red
19396,72469187-7492-457e-becf-32a2949f7a50,photo,2017-02-14,251,"[{""action"": ""views"", ""source1"": 23}, {""source2"": 65, ""action"": ""views""}, {""action"": ""views"", ""source1"": 48}, {""action"": ""conversions"", ""source1"": 30}]",OH_red_48-53,OH,red
19398,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-04-09,404,"[{""source2"": 62, ""action"": ""views""}, {""source2"": 2, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 12}, {""source2"": 57, ""action"": ""conversions""}]",DC_white_42-47,DC,white
19400,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-04-06,20,"[{""action"": ""views"", ""source1"": 39}]",DC_white_42-47,DC,white
19402,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-05-08,636,"[{""action"": ""views"", ""source1"": 34}, {""source2"": 1, ""action"": ""conversions""}, {""source2"": 72, ""action"": ""conversions""}, {""source2"": 66, ""action"": ""conversions""}, {""source2"": 69, ""action"": ""conversions""}]",DC_white_42-47,DC,white
19404,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-05-04,486,"[{""action"": ""conversions"", ""source1"": 91}, {""source2"": 41, ""action"": ""conversions""}, {""source2"": 60, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 57}]",DC_white_42-47,DC,white
19406,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-03-27,975,"[{""source2"": 18, ""action"": ""views""}, {""source2"": 48, ""action"": ""views""}]",DC_white_42-47,DC,white
19408,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-04-15,46,[],DC_white_42-47,DC,white
19410,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-02-19,0,"[{""source2"": 97, ""action"": ""views""}]",DC_white_42-47,DC,white
19412,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-03-02,586,"[{""source2"": 5, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 10}]",DC_white_42-47,DC,white
19414,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-04-22,84,"[{""action"": ""views"", ""source1"": 22}, {""source2"": 59, ""action"": ""conversions""}]",DC_white_42-47,DC,white
19416,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-04-03,233,"[{""source2"": 76, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 4}]",DC_white_42-47,DC,white
19418,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-05-01,966,"[{""action"": ""views"", ""source1"": 97}, {""source2"": 21, ""action"": ""conversions""}]",DC_white_42-47,DC,white
19420,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,photo,2017-03-05,788,"[{""source2"": 78, ""action"": ""views""}, {""source2"": 11, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 0}]",DC_white_42-47,DC,white
19422,d318a56e-a1d0-4e96-bcdb-d7fc04dd137e,video,2017-05-06,446,"[{""action"": ""conversions"", ""source1"": 74}, {""source2"": 28, ""action"": ""conversions""}, {""source2"": 26, ""action"": ""views""}, {""action"": ""views"", ""source1"": 42}, {""source2"": 92, ""action"": ""views""}]",DC_white_42-47,DC,white
19424,e0818f33-410c-408b-9416-abb6aabe6896,photo,2017-03-13,83,"[{""action"": ""conversions"", ""source1"": 21}, {""action"": ""views"", ""source1"": 24}, {""action"": ""conversions"", ""source1"": 40}]",OK_orange_57-62,OK,orange
19426,e0818f33-410c-408b-9416-abb6aabe6896,video,2017-05-09,984,"[{""action"": ""conversions"", ""source1"": 68}]",OK_orange_57-62,OK,orange
19428,e0818f33-410c-408b-9416-abb6aabe6896,photo,2017-04-03,683,"[{""action"": ""conversions"", ""source1"": 44}, {""action"": ""conversions"", ""source1"": 4}, {""source2"": 32, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 84}, {""source2"": 85, ""action"": ""conversions""}]",OK_orange_57-62,OK,orange
19430,e0818f33-410c-408b-9416-abb6aabe6896,video,2017-02-23,90,"[{""action"": ""conversions"", ""source1"": 46}, {""action"": ""conversions"", ""source1"": 97}, {""source2"": 27, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 60}]",OK_orange_57-62,OK,orange
19432,e0818f33-410c-408b-9416-abb6aabe6896,video,2017-04-04,485,"[{""source2"": 28, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 37}, {""action"": ""views"", ""source1"": 46}, {""action"": ""conversions"", ""source1"": 52}, {""source2"": 92, ""action"": ""conversions""}]",OK_orange_57-62,OK,orange
19434,e0818f33-410c-408b-9416-abb6aabe6896,photo,2017-05-07,616,"[{""action"": ""conversions"", ""source1"": 42}, {""action"": ""views"", ""source1"": 8}, {""source2"": 77, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 41}, {""action"": ""views"", ""source1"": 15}]",OK_orange_57-62,OK,orange
19436,4a4f1175-91d5-41a5-9d3e-a4251574387b,video,2017-04-20,176,"[{""source2"": 74, ""action"": ""views""}, {""source2"": 92, ""action"": ""views""}, {""source2"": 51, ""action"": ""conversions""}, {""source2"": 29, ""action"": ""views""}, {""action"": ""views"", ""source1"": 57}]",TX_pink_51-56,TX,pink
19438,4a4f1175-91d5-41a5-9d3e-a4251574387b,photo,2017-02-25,591,"[{""action"": ""views"", ""source1"": 55}, {""action"": ""conversions"", ""source1"": 64}, {""action"": ""conversions"", ""source1"": 36}, {""action"": ""conversions"", ""source1"": 88}, {""action"": ""views"", ""source1"": 57}]",TX_pink_51-56,TX,pink
19440,4a4f1175-91d5-41a5-9d3e-a4251574387b,photo,2017-02-14,561,"[{""action"": ""views"", ""source1"": 34}, {""action"": ""views"", ""source1"": 17}, {""source2"": 35, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 98}, {""action"": ""views"", ""source1"": 73}]",TX_pink_51-56,TX,pink
19442,4a4f1175-91d5-41a5-9d3e-a4251574387b,photo,2017-03-26,0,"[{""action"": ""views"", ""source1"": 27}, {""action"": ""conversions"", ""source1"": 27}, {""source2"": 87, ""action"": ""conversions""}, {""source2"": 46, ""action"": ""views""}]",TX_pink_51-56,TX,pink
19444,4a4f1175-91d5-41a5-9d3e-a4251574387b,video,2017-03-16,747,"[{""action"": ""views"", ""source1"": 27}, {""action"": ""views"", ""source1"": 41}, {""source2"": 93, ""action"": ""views""}, {""action"": ""views"", ""source1"": 70}]",TX_pink_51-56,TX,pink
19446,4a4f1175-91d5-41a5-9d3e-a4251574387b,video,2017-03-18,950,"[{""action"": ""views"", ""source1"": 92}, {""source2"": 67, ""action"": ""views""}]",TX_pink_51-56,TX,pink
19448,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-02-25,202,"[{""source2"": 58, ""action"": ""conversions""}]",MD_pink_33-38,MD,pink
19450,3b37e9ba-42a2-4009-8a68-7e85b293d27a,photo,2017-04-14,249,"[{""action"": ""conversions"", ""source1"": 20}, {""source2"": 68, ""action"": ""conversions""}]",MD_pink_33-38,MD,pink
19452,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-02-22,187,"[{""action"": ""views"", ""source1"": 72}]",MD_pink_33-38,MD,pink
19454,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-05-13,17,"[{""source2"": 35, ""action"": ""views""}, {""source2"": 49, ""action"": ""views""}]",MD_pink_33-38,MD,pink
19456,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-05-12,117,"[{""source2"": 83, ""action"": ""views""}]",MD_pink_33-38,MD,pink
19458,3b37e9ba-42a2-4009-8a68-7e85b293d27a,photo,2017-02-14,846,"[{""source2"": 76, ""action"": ""views""}, {""source2"": 9, ""action"": ""views""}]",MD_pink_33-38,MD,pink
19460,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-03-11,830,[],MD_pink_33-38,MD,pink
19462,3b37e9ba-42a2-4009-8a68-7e85b293d27a,photo,2017-04-08,611,"[{""action"": ""views"", ""source1"": 2}, {""source2"": 88, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 58}]",MD_pink_33-38,MD,pink
19464,3b37e9ba-42a2-4009-8a68-7e85b293d27a,video,2017-03-25,31,[],MD_pink_33-38,MD,pink
19466,3b37e9ba-42a2-4009-8a68-7e85b293d27a,photo,2017-02-20,372,"[{""source2"": 75, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 58}, {""action"": ""conversions"", ""source1"": 56}, {""source2"": 6, ""action"": ""views""}, {""action"": ""views"", ""source1"": 1}]",MD_pink_33-38,MD,pink
19468,5864bd5d-72d4-46f1-9845-6fc7a99ca131,photo,2017-02-09,588,"[{""source2"": 70, ""action"": ""conversions""}, {""source2"": 30, ""action"": ""conversions""}]",CA_orange_57-62,CA,orange
19470,5864bd5d-72d4-46f1-9845-6fc7a99ca131,photo,2017-05-11,14,"[{""source2"": 66, ""action"": ""views""}, {""action"": ""views"", ""source1"": 54}, {""source2"": 76, ""action"": ""views""}, {""action"": ""views"", ""source1"": 3}]",CA_orange_57-62,CA,orange
19472,5864bd5d-72d4-46f1-9845-6fc7a99ca131,video,2017-02-23,74,"[{""action"": ""conversions"", ""source1"": 63}, {""action"": ""views"", ""source1"": 98}, {""action"": ""views"", ""source1"": 15}]",CA_orange_57-62,CA,orange
19474,5864bd5d-72d4-46f1-9845-6fc7a99ca131,photo,2017-03-19,125,"[{""source2"": 9, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 67}, {""source2"": 93, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 15}]",CA_orange_57-62,CA,orange
19476,5864bd5d-72d4-46f1-9845-6fc7a99ca131,video,2017-03-17,395,"[{""source2"": 37, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 36}, {""action"": ""views"", ""source1"": 75}, {""source2"": 70, ""action"": ""views""}]",CA_orange_57-62,CA,orange
19478,5864bd5d-72d4-46f1-9845-6fc7a99ca131,video,2017-03-19,352,"[{""source2"": 91, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 21}, {""source2"": 16, ""action"": ""conversions""}, {""source2"": 88, ""action"": ""conversions""}, {""source2"": 9, ""action"": ""views""}]",CA_orange_57-62,CA,orange
19480,5864bd5d-72d4-46f1-9845-6fc7a99ca131,video,2017-04-13,493,"[{""action"": ""conversions"", ""source1"": 20}, {""action"": ""views"", ""source1"": 97}, {""source2"": 29, ""action"": ""views""}, {""source2"": 61, ""action"": ""views""}, {""action"": ""views"", ""source1"": 4}]",CA_orange_57-62,CA,orange
19482,5864bd5d-72d4-46f1-9845-6fc7a99ca131,photo,2017-05-06,232,"[{""source2"": 43, ""action"": ""views""}]",CA_orange_57-62,CA,orange
19484,5864bd5d-72d4-46f1-9845-6fc7a99ca131,photo,2017-03-24,74,"[{""action"": ""conversions"", ""source1"": 29}, {""action"": ""conversions"", ""source1"": 91}, {""source2"": 5, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 38}]",CA_orange_57-62,CA,orange
19486,27ebd33b-3135-418f-ac88-dea4b99432e5,photo,2017-03-08,584,"[{""source2"": 89, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 32}]",IA_orange_18-23,IA,orange
19488,27ebd33b-3135-418f-ac88-dea4b99432e5,photo,2017-04-05,0,"[{""source2"": 29, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 3}]",IA_orange_18-23,IA,orange
19490,27ebd33b-3135-418f-ac88-dea4b99432e5,photo,2017-03-12,506,"[{""source2"": 48, ""action"": ""views""}]",IA_orange_18-23,IA,orange
19492,27ebd33b-3135-418f-ac88-dea4b99432e5,photo,2017-04-27,400,"[{""source2"": 65, ""action"": ""conversions""}]",IA_orange_18-23,IA,orange
19494,27ebd33b-3135-418f-ac88-dea4b99432e5,video,2017-05-01,0,"[{""action"": ""conversions"", ""source1"": 42}, {""action"": ""conversions"", ""source1"": 35}, {""source2"": 36, ""action"": ""conversions""}]",IA_orange_18-23,IA,orange
19496,27ebd33b-3135-418f-ac88-dea4b99432e5,video,2017-03-07,306,"[{""source2"": 65, ""action"": ""views""}]",IA_orange_18-23,IA,orange
19498,27ebd33b-3135-418f-ac88-dea4b99432e5,video,2017-04-11,55,"[{""source2"": 2, ""action"": ""conversions""}, {""source2"": 26, ""action"": ""views""}]",IA_orange_18-23,IA,orange
19500,27ebd33b-3135-418f-ac88-dea4b99432e5,video,2017-04-03,169,"[{""action"": ""conversions"", ""source1"": 85}, {""source2"": 31, ""action"": ""views""}, {""source2"": 33, ""action"": ""views""}]",IA_orange_18-23,IA,orange
19502,b681eb14-d627-4b0b-8e2e-75f20eb32b62,photo,2017-05-03,625,"[{""action"": ""views"", ""source1"": 93}, {""source2"": 93, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 60}, {""source2"": 11, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 75}]",SD_green_36-41,SD,green
19504,b681eb14-d627-4b0b-8e2e-75f20eb32b62,photo,2017-04-22,999,[],SD_green_36-41,SD,green
19506,b681eb14-d627-4b0b-8e2e-75f20eb32b62,video,2017-03-18,614,"[{""action"": ""views"", ""source1"": 87}, {""action"": ""views"", ""source1"": 91}, {""source2"": 53, ""action"": ""views""}, {""source2"": 4, ""action"": ""views""}, {""action"": ""views"", ""source1"": 16}]",SD_green_36-41,SD,green
19508,b681eb14-d627-4b0b-8e2e-75f20eb32b62,video,2017-04-09,143,"[{""action"": ""conversions"", ""source1"": 92}, {""action"": ""views"", ""source1"": 39}, {""action"": ""views"", ""source1"": 62}, {""source2"": 37, ""action"": ""views""}, {""source2"": 66, ""action"": ""conversions""}]",SD_green_36-41,SD,green
19510,b681eb14-d627-4b0b-8e2e-75f20eb32b62,photo,2017-03-18,826,"[{""source2"": 61, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 55}]",SD_green_36-41,SD,green
19512,b681eb14-d627-4b0b-8e2e-75f20eb32b62,photo,2017-04-27,658,"[{""source2"": 67, ""action"": ""views""}, {""source2"": 96, ""action"": ""views""}]",SD_green_36-41,SD,green
19514,b681eb14-d627-4b0b-8e2e-75f20eb32b62,video,2017-04-06,194,"[{""source2"": 32, ""action"": ""conversions""}, {""source2"": 52, ""action"": ""conversions""}]",SD_green_36-41,SD,green
19516,b681eb14-d627-4b0b-8e2e-75f20eb32b62,video,2017-03-16,887,"[{""action"": ""conversions"", ""source1"": 30}, {""source2"": 30, ""action"": ""views""}, {""action"": ""views"", ""source1"": 72}, {""source2"": 89, ""action"": ""conversions""}]",SD_green_36-41,SD,green
19518,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-05-06,258,"[{""action"": ""conversions"", ""source1"": 53}, {""action"": ""conversions"", ""source1"": 64}]",IN_green_39-44,IN,green
19520,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,video,2017-03-14,844,"[{""action"": ""views"", ""source1"": 34}, {""source2"": 59, ""action"": ""views""}, {""source2"": 97, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 26}, {""source2"": 54, ""action"": ""conversions""}]",IN_green_39-44,IN,green
19522,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-05-19,909,"[{""source2"": 63, ""action"": ""conversions""}, {""source2"": 79, ""action"": ""conversions""}]",IN_green_39-44,IN,green
19524,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-03-26,183,"[{""source2"": 77, ""action"": ""views""}, {""source2"": 93, ""action"": ""views""}, {""source2"": 89, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 43}, {""action"": ""views"", ""source1"": 39}]",IN_green_39-44,IN,green
19526,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,video,2017-03-21,826,[],IN_green_39-44,IN,green
19528,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-03-20,354,"[{""source2"": 49, ""action"": ""views""}, {""source2"": 36, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 11}, {""action"": ""views"", ""source1"": 36}, {""action"": ""conversions"", ""source1"": 87}]",IN_green_39-44,IN,green
19530,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-03-12,0,"[{""action"": ""views"", ""source1"": 95}, {""source2"": 11, ""action"": ""conversions""}]",IN_green_39-44,IN,green
19532,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,photo,2017-04-26,332,"[{""source2"": 0, ""action"": ""conversions""}]",IN_green_39-44,IN,green
19534,6e40997b-b00a-4cbb-8c4d-fa3741e854ab,video,2017-03-27,560,"[{""action"": ""conversions"", ""source1"": 67}, {""source2"": 34, ""action"": ""views""}, {""source2"": 92, ""action"": ""views""}, {""action"": ""views"", ""source1"": 56}, {""source2"": 79, ""action"": ""conversions""}]",IN_green_39-44,IN,green
19536,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,photo,2017-03-23,934,[],HI_purple_60-65,HI,purple
19538,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,video,2017-03-02,579,"[{""source2"": 88, ""action"": ""conversions""}, {""source2"": 15, ""action"": ""views""}]",HI_purple_60-65,HI,purple
19540,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,photo,2017-02-20,355,"[{""action"": ""views"", ""source1"": 85}]",HI_purple_60-65,HI,purple
19542,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,video,2017-02-25,451,[],HI_purple_60-65,HI,purple
19544,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,photo,2017-02-28,35,"[{""action"": ""views"", ""source1"": 84}, {""source2"": 32, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 91}, {""action"": ""views"", ""source1"": 82}]",HI_purple_60-65,HI,purple
19546,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,video,2017-05-01,284,"[{""source2"": 52, ""action"": ""views""}, {""action"": ""views"", ""source1"": 26}, {""source2"": 14, ""action"": ""views""}]",HI_purple_60-65,HI,purple
19548,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,video,2017-03-24,310,[],HI_purple_60-65,HI,purple
19550,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,video,2017-03-26,245,"[{""source2"": 79, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 3}, {""action"": ""conversions"", ""source1"": 51}]",HI_purple_60-65,HI,purple
19552,4677c07f-c3b2-4e0f-b043-25dc1151d1a0,photo,2017-04-10,205,[],HI_purple_60-65,HI,purple
19554,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-04-03,671,"[{""source2"": 56, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 96}, {""source2"": 74, ""action"": ""views""}, {""source2"": 41, ""action"": ""conversions""}, {""source2"": 56, ""action"": ""conversions""}]",MA_pink_51-56,MA,pink
19556,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-05-11,945,"[{""action"": ""conversions"", ""source1"": 48}, {""action"": ""views"", ""source1"": 30}, {""action"": ""views"", ""source1"": 37}, {""source2"": 4, ""action"": ""views""}, {""source2"": 9, ""action"": ""conversions""}]",MA_pink_51-56,MA,pink
19558,d8953814-acb7-4616-8e78-5260cb011a78,video,2017-03-13,914,"[{""source2"": 21, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 63}, {""action"": ""conversions"", ""source1"": 86}, {""action"": ""conversions"", ""source1"": 66}]",MA_pink_51-56,MA,pink
19560,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-03-11,512,"[{""source2"": 35, ""action"": ""views""}]",MA_pink_51-56,MA,pink
19562,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-03-06,600,[],MA_pink_51-56,MA,pink
19564,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-03-02,150,"[{""action"": ""views"", ""source1"": 30}, {""source2"": 16, ""action"": ""views""}]",MA_pink_51-56,MA,pink
19566,d8953814-acb7-4616-8e78-5260cb011a78,photo,2017-03-24,184,"[{""action"": ""conversions"", ""source1"": 70}, {""source2"": 22, ""action"": ""conversions""}, {""source2"": 27, ""action"": ""views""}]",MA_pink_51-56,MA,pink
19568,d8953814-acb7-4616-8e78-5260cb011a78,video,2017-05-07,177,[],MA_pink_51-56,MA,pink
19570,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-04-18,707,"[{""action"": ""conversions"", ""source1"": 56}, {""source2"": 94, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 87}]",PA_white_45-50,PA,white
19572,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,video,2017-04-08,223,"[{""source2"": 11, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 90}, {""action"": ""conversions"", ""source1"": 85}, {""source2"": 38, ""action"": ""views""}]",PA_white_45-50,PA,white
19574,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-04-07,877,[],PA_white_45-50,PA,white
19576,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-03-13,497,[],PA_white_45-50,PA,white
19578,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-05-03,692,"[{""source2"": 76, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 34}]",PA_white_45-50,PA,white
19580,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-02-17,166,"[{""source2"": 90, ""action"": ""views""}, {""source2"": 78, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 19}]",PA_white_45-50,PA,white
19582,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,video,2017-04-13,0,"[{""action"": ""conversions"", ""source1"": 81}, {""source2"": 23, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 31}, {""source2"": 23, ""action"": ""conversions""}, {""source2"": 59, ""action"": ""conversions""}]",PA_white_45-50,PA,white
19584,3c9768d3-e6a7-4b34-a3ab-3e4aeee4bb47,photo,2017-03-22,695,"[{""action"": ""conversions"", ""source1"": 35}, {""source2"": 76, ""action"": ""conversions""}]",PA_white_45-50,PA,white
19586,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-02-09,692,"[{""source2"": 38, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 73}]",MT_green_45-50,MT,green
19588,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-02-13,571,"[{""action"": ""conversions"", ""source1"": 14}, {""action"": ""conversions"", ""source1"": 61}, {""action"": ""conversions"", ""source1"": 6}]",MT_green_45-50,MT,green
19590,c665a542-0680-46ca-9c44-045b8e56306f,photo,2017-02-10,83,"[{""action"": ""views"", ""source1"": 80}]",MT_green_45-50,MT,green
19592,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-02-18,227,"[{""action"": ""views"", ""source1"": 17}, {""action"": ""views"", ""source1"": 41}, {""source2"": 15, ""action"": ""conversions""}, {""source2"": 56, ""action"": ""conversions""}, {""source2"": 85, ""action"": ""conversions""}]",MT_green_45-50,MT,green
19594,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-02-25,860,[],MT_green_45-50,MT,green
19596,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-05-18,0,"[{""action"": ""views"", ""source1"": 76}, {""source2"": 72, ""action"": ""conversions""}, {""source2"": 3, ""action"": ""views""}, {""source2"": 25, ""action"": ""views""}, {""source2"": 10, ""action"": ""conversions""}]",MT_green_45-50,MT,green
19598,c665a542-0680-46ca-9c44-045b8e56306f,video,2017-04-16,0,"[{""action"": ""conversions"", ""source1"": 38}, {""source2"": 37, ""action"": ""views""}]",MT_green_45-50,MT,green
19600,6c19a4e4-36af-4c43-bf1a-79fb5b9f1ee2,photo,2017-04-10,171,"[{""source2"": 97, ""action"": ""conversions""}]",OH_pink_33-38,OH,pink
19602,6c19a4e4-36af-4c43-bf1a-79fb5b9f1ee2,photo,2017-02-11,784,"[{""action"": ""views"", ""source1"": 47}, {""source2"": 64, ""action"": ""conversions""}, {""source2"": 49, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 36}]",OH_pink_33-38,OH,pink
19604,6c19a4e4-36af-4c43-bf1a-79fb5b9f1ee2,photo,2017-03-27,600,"[{""action"": ""conversions"", ""source1"": 42}, {""source2"": 60, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 29}]",OH_pink_33-38,OH,pink
19606,6c19a4e4-36af-4c43-bf1a-79fb5b9f1ee2,video,2017-04-02,843,"[{""action"": ""views"", ""source1"": 26}, {""source2"": 59, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 2}, {""source2"": 45, ""action"": ""views""}, {""source2"": 41, ""action"": ""conversions""}]",OH_pink_33-38,OH,pink
